MAKE,VEHICLE CLASS,ENGINE SIZE,CYLINDERS,COEMISSIONS,FUEL_X,FUEL_Z,TRANSMISSION_A4,TRANSMISSION_A5,TRANSMISSION_M5,FUEL CONSUMPTION
4.0,4.34,4.0,6,340,1,0,0,0,1,16.5
4.75,4.83,5.2,8,393,1,0,1,0,0,20.0
3.0,2.99,2.0,4,239,1,0,1,0,0,12.0
3.25,3.08,1.8,4,189,1,0,1,0,0,9.3
3.5,4.34,4.0,6,320,1,0,0,0,1,15.5
3.25,3.97,3.4,6,281,1,0,1,0,0,14.0
3.75,4.34,4.3,6,350,1,0,1,0,0,17.0
3.25,4.0,2.0,4,251,1,0,1,0,0,11.8
4.0,3.42,3.0,6,304,1,0,0,1,0,15.4
3.25,3.08,1.6,4,205,1,0,0,0,1,9.8
3.0,3.08,2.8,6,260,1,0,0,0,1,13.2
3.25,4.0,2.0,4,258,1,0,1,0,0,12.2
3.75,4.34,4.3,6,384,1,0,0,0,1,18.5
4.75,4.83,5.2,8,444,1,0,1,0,0,21.8
3.75,3.08,2.5,6,258,0,1,0,0,1,13.0
2.75,3.08,1.9,4,198,1,0,1,0,0,10.1
3.5,3.42,5.5,8,317,0,1,0,1,0,16.0
3.75,4.0,3.3,6,350,1,0,0,0,1,16.2
4.0,4.0,4.0,6,317,1,0,0,0,1,15.4
3.75,3.02,2.2,4,235,1,0,0,0,1,12.2
3.0,3.42,2.4,4,260,1,0,1,0,0,13.0
3.25,4.0,2.0,4,232,1,0,0,0,1,11.2
3.5,3.42,3.0,6,265,1,0,1,0,0,13.4
4.0,4.0,4.0,6,343,1,0,0,1,0,16.7
3.5,3.08,1.8,4,267,0,1,0,1,0,13.6
4.5,4.34,4.3,6,329,1,0,0,0,1,16.3
3.75,4.0,3.0,6,299,1,0,1,0,0,14.4
4.0,3.31,3.0,6,276,1,0,1,0,0,14.0
4.75,3.97,3.3,6,288,1,0,1,0,0,14.5
3.5,3.31,2.4,5,251,0,1,0,0,1,12.6
4.0,3.67,3.4,6,313,0,1,0,0,0,16.0
3.5,3.08,2.4,5,274,0,1,1,0,0,13.6
2.75,3.02,1.9,4,200,1,0,1,0,0,10.1
4.0,4.34,4.2,6,334,1,0,0,0,1,16.3
3.25,4.0,2.0,4,253,1,0,0,0,1,11.9
3.25,4.0,2.0,4,258,1,0,0,0,1,12.1
4.75,4.34,3.9,6,350,1,0,1,0,0,17.3
3.25,3.42,3.8,6,288,0,1,1,0,0,15.0
2.75,3.08,1.9,4,207,1,0,1,0,0,10.6
3.75,3.02,2.8,6,278,0,1,0,0,1,13.9
3.25,3.42,3.8,6,262,1,0,1,0,0,13.5
3.25,4.0,2.0,4,232,1,0,0,0,1,11.2
4.0,3.08,2.0,4,221,1,0,1,0,0,10.8
3.5,3.42,2.8,6,306,0,1,0,1,0,15.4
4.5,3.53,4.3,6,322,1,0,0,0,1,16.2
3.25,3.97,3.4,6,281,1,0,1,0,0,14.0
3.0,3.08,2.0,4,237,1,0,0,0,1,11.9
4.0,3.97,3.0,6,311,1,0,1,0,0,15.6
4.75,4.34,5.2,8,396,1,0,1,0,0,20.0
3.75,4.0,4.7,8,405,1,0,1,0,0,19.4
3.5,3.08,1.8,4,212,1,0,0,0,1,10.2
3.5,3.42,2.0,4,255,1,0,0,0,1,12.9
3.5,3.08,2.0,4,235,1,0,1,0,0,11.6
4.5,4.83,4.3,6,368,1,0,1,0,0,17.7
3.75,4.0,1.6,4,228,1,0,0,0,1,10.5
3.75,4.5,5.7,8,398,1,0,1,0,0,19.3
4.0,4.0,4.0,6,347,1,0,0,0,1,16.7
3.75,3.02,3.8,6,262,1,0,0,0,1,13.7
3.25,3.42,3.5,6,283,1,0,1,0,0,14.7
2.75,3.02,2.2,4,260,0,1,0,0,0,12.7
6.25,3.02,5.5,12,495,0,1,0,0,0,26.3
3.25,3.02,5.7,8,290,0,1,0,0,0,14.9
3.75,4.0,5.3,8,391,1,0,1,0,0,18.9
3.0,3.31,1.8,4,258,0,1,0,1,0,13.2
3.5,3.42,2.7,6,304,0,1,0,0,0,15.2
3.75,4.5,4.3,6,350,1,0,1,0,0,17.0
3.75,4.34,4.3,6,386,1,0,0,0,1,18.7
4.0,3.42,3.0,6,267,1,0,1,0,0,13.6
3.5,3.02,2.3,4,246,0,1,0,0,1,12.6
3.75,4.83,5.7,8,426,1,0,1,0,0,20.6
