Actual,Predicted
15.9,15.797425842797203
12.5,12.384315694960785
17.3,18.03680945746548
18.2,18.152006339124064
10.1,10.094249588850591
15.7,16.05083731388507
17.0,17.354478349425797
15.9,15.382612090647301
10.8,10.78066332257133
12.7,12.563701114968168
18.8,18.99911899956664
15.5,15.115132999746208
13.1,12.745777976600742
17.0,17.383485727161393
13.5,13.330859151091097
12.6,12.228570828575284
12.2,11.470275415677262
14.9,14.595365321665557
16.3,16.047293254766473
13.0,13.095476421651947
10.3,9.854550659454773
12.6,12.534325341040482
15.5,15.328649220503392
13.2,13.48349318089831
20.6,15.610800938329083
18.9,19.200509477158054
10.9,10.767050495331086
14.2,13.820364773092411
11.3,11.287011522723418
11.5,11.489940678148963
13.5,13.394897700922868
14.0,14.03288101771711
13.1,12.943745592156548
10.8,10.818315354867122
12.5,12.0068914361915
16.0,15.567168549552273
14.2,13.718710037033835
8.2,8.401711425079172
12.9,12.922476002776875
15.7,15.703868583727921
15.4,15.813330812294287
17.3,17.53745037692703
12.5,12.418613552330223
13.7,13.967468143592221
14.7,14.224719947438462
12.1,12.014637958173154
15.2,15.090538777964127
10.6,10.868278648478167
21.2,21.17689725651433
15.5,16.094465148238616
18.8,18.437040590764447
18.7,18.85617051925326
16.2,16.98344621845374
22.3,21.929036866517357
15.5,15.834476560422292
21.8,21.44441932152353
11.3,11.287011522723418
11.1,10.92497732312619
11.2,11.132734155751914
17.7,17.832419151740766
16.2,16.386650686962042
13.6,13.260914028527537
8.8,8.920125822079928
14.9,15.045659007963192
11.4,11.132734155751914
17.6,18.032950562820734
17.3,17.241424220970412
6.7,9.09106255875314
16.3,16.70594506286289
11.7,11.78857023668252
